118,正高级工程师,珞巴,855524590626521,1.85,丧偶,研究生,非农户口
119,正高级工程师,俄罗斯,303247198003268205,2.11,离婚,小学,非农户口
120,助理工程师,白,886938240927267,1.96,离婚,初中,非农户口
121,助教,裕固,911649197804023457,1.76,未婚,研究生,非农户口
122,正高级工程师,白,978580196306263320,1.63,丧偶,研究生,农业户口
123,高级工程师,独龙,733363190805126946,1.94,已婚,小学,农业户口
124,助理工程师,赫哲,233064980410122,1.61,丧偶,小学,农业户口
125,技术员,满,667815640222274,2.09,离婚,研究生,农业户口
126,助理工程师,汉,234169340609309,2.34,已婚,初中,农业户口
127,正高级工程师,鄂温克,228988206308115976,1.97,丧偶,专科,农业户口
128,助理工程师,裕固,460055195609063878,1.59,已婚,初中,农业户口
129,工程师,朝鲜,183034199111072529,1.76,已婚,初中,非农户口
130,讲师,维吾尔,471710170902080,1.72,丧偶,研究生,农业户口
131,高级工程师,赫哲,672176190903304944,1.74,离婚,高中,非农户口
132,高级工程师,羌,867178990702009,1.69,已婚,研究生,非农户口
133,助理工程师,藏,165321910305029,1.89,已婚,小学,非农户口
134,助理工程师,纳西,560908000921586,1.87,已婚,研究生,农业户口
135,助理工程师,蒙古,216062401012304,2.12,离婚,初中,农业户口
136,副教授,土家,896835208612130991,1.60,未婚,研究生,非农户口
137,教授,水,83614120190807436X,1.89,丧偶,专科,非农户口
138,技术员,傣,813530194309195757,2.32,离婚,本科,非农户口
139,正高级工程师,羌,19415419660604479X,1.78,未婚,本科,非农户口
140,副教授,布朗,212929770129664,1.88,已婚,研究生,农业户口
141,副教授,哈萨克,113962721007199,2.10,丧偶,研究生,非农户口
142,副教授,畲,455721990723259,1.68,离婚,研究生,非农户口
143,副教授,鄂温克,671139201801142252,1.97,离婚,高中,非农户口
144,讲师,汉,411803195812289988,1.77,丧偶,高中,农业户口
145,正高级工程师,哈萨克,579590631201309,1.77,已婚,小学,非农户口
146,工程师,水,981256199211146311,2.12,丧偶,高中,非农户口
147,技术员,仫佬,822634411113032,2.33,离婚,小学,非农户口
148,助理工程师,彝,591515192803181352,1.81,已婚,专科,农业户口
149,讲师,鄂温克,463889370826977,2.12,丧偶,本科,农业户口
150,助理工程师,拉祜,706045530109873,1.93,离婚,本科,农业户口
151,助教,侗,244687198311243902,2.38,丧偶,研究生,非农户口
152,教授,高山,250621901216557,2.29,未婚,初中,农业户口
153,助理工程师,土,795841208102242979,2.25,未婚,初中,农业户口
154,讲师,东乡,948732205510247842,1.90,丧偶,初中,非农户口
155,正高级工程师,京,790661208411014000,2.36,丧偶,初中,农业户口
156,助理工程师,基诺,832993195306266952,1.63,离婚,初中,非农户口
157,助理工程师,仫佬,219297197412139099,2.22,未婚,初中,农业户口
158,助教,塔塔尔,743339380116216,1.70,已婚,专科,非农户口
159,助理工程师,傣,251620580402111,2.14,丧偶,研究生,非农户口
160,高级工程师,门巴,120400520123150,2.36,离婚,高中,农业户口
161,副教授,哈尼,103337208506067384,2.12,未婚,初中,非农户口
162,工程师,佤,664893197201295003,1.98,未婚,专科,农业户口
163,助理工程师,布朗,215666701026105,2.14,离婚,研究生,农业户口
164,讲师,怒,981871180723650,1.90,丧偶,初中,非农户口
165,高级工程师,塔吉克,354392197802267811,2.19,已婚,小学,非农户口
166,教授,彝,509148193604184232,2.33,已婚,研究生,非农户口
167,高级工程师,东乡,778098140409378,2.15,离婚,本科,非农户口
168,教授,纳西,907335930429009,1.77,离婚,初中,非农户口
169,助理工程师,德昂,812212206904186724,2.21,离婚,专科,非农户口
170,工程师,哈尼,221181194903219321,1.59,离婚,小学,农业户口
171,讲师,赫哲,493642204007254764,2.21,未婚,高中,非农户口
172,助理工程师,白,819273030627973,1.71,未婚,小学,农业户口
173,副教授,景颇,480893207811246513,2.33,离婚,本科,非农户口
174,技术员,黎,700829810227281,2.34,离婚,本科,非农户口
175,工程师,拉祜,760508201109453,2.04,离婚,初中,农业户口
176,助理工程师,瑶,194820193210259346,2.33,丧偶,高中,非农户口
177,正高级工程师,维吾尔,416994199710137032,2.22,已婚,本科,农业户口
178,助教,傣,165931202710233885,1.61,已婚,本科,非农户口
179,高级工程师,乌孜别克,202951206905043245,1.96,已婚,本科,农业户口
180,助教,畲,568363198611265294,2.28,未婚,初中,农业户口
181,副教授,锡伯,943136570703656,2.18,已婚,本科,非农户口
182,副教授,侗,83494220420816675X,2.04,已婚,本科,农业户口
183,讲师,京,530610206809076933,2.01,丧偶,专科,非农户口
184,助理工程师,高山,619719205608257884,2.04,丧偶,高中,农业户口
185,技术员,景颇,212247202111247392,1.65,丧偶,研究生,非农户口
186,高级工程师,撒拉,634509460413420,1.96,丧偶,专科,非农户口
187,工程师,怒,668738820112422,2.00,丧偶,初中,农业户口
188,正高级工程师,傈僳,277436130409691,2.36,已婚,本科,农业户口
189,讲师,朝鲜,272750300730400,1.68,丧偶,高中,农业户口
190,讲师,景颇,404422201503067999,2.12,已婚,本科,农业户口
191,正高级工程师,高山,571693250215476,1.96,未婚,小学,非农户口
192,工程师,独龙,896270150321697,1.77,已婚,初中,非农户口
193,高级工程师,蒙古,286018200306195469,2.38,离婚,本科,农业户口
194,教授,独龙,394052980210595,1.71,离婚,研究生,农业户口
195,助教,仡佬,125253371101137,2.04,已婚,小学,非农户口
196,助理工程师,黎,267111206611265402,2.35,丧偶,小学,非农户口
197,正高级工程师,哈尼,923890190805146390,2.33,未婚,研究生,农业户口
198,助理工程师,傣,804552570929262,1.64,丧偶,本科,农业户口
199,助理工程师,毛南,407553330826542,1.83,已婚,本科,农业户口
200,助理工程师,土家,754909910716115,2.32,离婚,专科,非农户口
201,助理工程师,普米,744275811230587,1.69,丧偶,高中,农业户口
202,技术员,保安,463551771120565,1.79,未婚,本科,农业户口
203,助教,怒,152898260105084,1.69,已婚,专科,农业户口
204,正高级工程师,赫哲,773686141113681,1.78,丧偶,初中,农业户口
205,教授,壮,15070919600130080X,2.08,已婚,高中,农业户口
206,教授,拉祜,680065320106872,1.85,未婚,小学,农业户口
207,技术员,仫佬,871933202001129250,1.64,已婚,本科,农业户口
208,助教,仫佬,225202451206311,2.06,离婚,专科,农业户口
209,工程师,东乡,704869120203853,2.14,已婚,小学,农业户口
210,正高级工程师,毛南,868116202301260864,2.33,丧偶,高中,非农户口
211,教授,土,356031205609220906,1.69,已婚,研究生,非农户口
212,助理工程师,京,972665190305052487,2.34,已婚,高中,农业户口
213,助理工程师,彝,900697520401694,2.19,丧偶,小学,非农户口
214,助教,乌孜别克,151360190607021832,2.29,丧偶,研究生,农业户口
215,技术员,裕固,610493197607047128,1.91,未婚,研究生,非农户口
216,工程师,撒拉,79167419240822960X,1.60,未婚,研究生,非农户口
217,教授,高山,140871261117579,2.26,未婚,研究生,非农户口
218,讲师,畲,787044191605184514,1.89,未婚,本科,非农户口
219,讲师,门巴,549563207710178211,1.62,未婚,本科,非农户口
220,讲师,塔吉克,377182208409158569,1.86,离婚,研究生,非农户口
221,正高级工程师,高山,755141910829190,2.22,离婚,专科,农业户口
222,技术员,东乡,780776208701298439,1.95,离婚,专科,非农户口
223,讲师,水,370616198912280471,2.21,已婚,初中,农业户口
224,助理工程师,布依,224404540614971,2.00,丧偶,本科,非农户口
225,正高级工程师,藏,885216207807197204,1.78,离婚,研究生,农业户口
226,助理工程师,裕固,401139199708035979,1.77,丧偶,专科,非农户口
227,技术员,瑶,635999620808101,2.01,丧偶,研究生,农业户口
228,讲师,塔吉克,768440195607166487,1.84,丧偶,小学,非农户口
229,讲师,布朗,688913201111180218,2.18,丧偶,专科,非农户口
230,助教,塔吉克,129398990502382,2.25,离婚,初中,非农户口
231,副教授,仡佬,868410751005755,1.72,丧偶,专科,农业户口
232,讲师,畲,278128371026930,1.95,离婚,小学,非农户口
233,高级工程师,傈僳,414033204306262954,2.02,离婚,小学,农业户口
234,讲师,普米,341017980316452,1.63,丧偶,专科,非农户口
235,助理工程师,塔塔尔,140938205005143256,2.13,已婚,研究生,非农户口
236,正高级工程师,土家,546881611205638,1.93,已婚,初中,非农户口
237,技术员,达斡尔,102961206402234440,1.63,未婚,本科,非农户口
238,副教授,鄂伦春,139062151226510,2.27,未婚,专科,非农户口
239,讲师,纳西,236429208607048001,1.79,已婚,初中,农业户口
240,高级工程师,乌孜别克,729298204405043650,2.01,丧偶,研究生,非农户口
241,助教,藏,517453181212368,2.36,离婚,本科,非农户口
242,教授,门巴,18444620160321801X,1.97,离婚,小学,农业户口
243,助教,东乡,711321440311692,2.25,未婚,高中,非农户口
244,助理工程师,汉,424603221122685,2.36,丧偶,本科,农业户口
245,助教,阿昌,521548193804093900,1.93,未婚,初中,农业户口
246,工程师,毛南,109835205610158759,2.27,未婚,本科,农业户口
247,教授,毛南,672990581224005,1.87,丧偶,专科,非农户口
248,副教授,赫哲,646625030519689,2.33,已婚,小学,农业户口
249,教授,土,432823471109606,2.36,离婚,小学,非农户口
250,副教授,彝,549358260303626,1.86,未婚,专科,非农户口
251,高级工程师,裕固,514927192303304295,2.28,未婚,专科,非农户口
252,助教,赫哲,875628520906044,2.14,丧偶,本科,农业户口
253,高级工程师,高山,505566050422722,2.23,丧偶,高中,农业户口
254,高级工程师,保安,149000050111495,1.78,未婚,小学,非农户口
255,正高级工程师,哈萨克,408664198512239377,2.18,未婚,高中,非农户口
256,助理工程师,怒,809943199606301209,1.81,丧偶,专科,非农户口
257,技术员,仡佬,855278208211155710,2.36,丧偶,小学,农业户口
258,教授,拉祜,276072209004188835,1.86,离婚,初中,农业户口
259,教授,拉祜,643649411212878,1.74,丧偶,本科,农业户口
260,讲师,汉,773716380918654,1.91,未婚,专科,非农户口
261,助理工程师,蒙古,332077197504049219,1.83,已婚,研究生,农业户口
262,正高级工程师,高山,552050531119408,2.08,未婚,专科,农业户口
263,正高级工程师,珞巴,116363140117592,2.07,已婚,专科,非农户口
264,助教,赫哲,197050521019322,1.89,离婚,初中,农业户口
265,正高级工程师,蒙古,226540190105028430,1.69,已婚,高中,农业户口
266,教授,满,405216190428720,2.31,已婚,高中,农业户口
267,技术员,哈萨克,680439300122970,1.77,已婚,专科,农业户口
268,助理工程师,白,644100194108304451,1.95,丧偶,小学,非农户口
269,讲师,东乡,247084401104927,1.87,已婚,研究生,农业户口
270,工程师,苗,492877198210043484,2.35,未婚,研究生,农业户口
271,教授,苗,631356600212336,2.05,离婚,小学,农业户口
272,正高级工程师,土家,327492500509105,2.23,丧偶,专科,非农户口
273,助理工程师,回,894360841126668,1.73,丧偶,研究生,非农户口
274,高级工程师,拉祜,934115710406509,1.89,离婚,专科,农业户口
275,教授,达斡尔,143907205210266315,1.88,已婚,本科,农业户口
276,助教,傣,957268207206230339,2.29,未婚,高中,农业户口
277,讲师,满,451330204701022051,2.19,已婚,小学,农业户口
278,工程师,侗,444712206907274171,1.81,已婚,初中,农业户口
279,工程师,布依,848787090416067,2.24,丧偶,专科,非农户口
280,副教授,毛南,351955196310244118,1.76,离婚,专科,农业户口
281,助教,普米,572774020317692,1.85,已婚,研究生,农业户口
282,副教授,赫哲,117314270110503,2.08,离婚,初中,非农户口
283,工程师,赫哲,281012050809247,2.14,丧偶,小学,农业户口
284,讲师,锡伯,799185530226113,1.97,未婚,本科,非农户口
285,正高级工程师,柯尔克孜,928004201808260138,2.30,已婚,本科,非农户口
286,助教,水,80599719230610780X,2.07,离婚,专科,非农户口
287,讲师,布依,559778201001171932,2.07,已婚,高中,非农户口
288,高级工程师,怒,504254511114347,2.10,离婚,研究生,农业户口
289,助教,景颇,931535196809093061,1.77,未婚,高中,非农户口
290,讲师,撒拉,216419880901972,2.18,离婚,专科,农业户口
291,教授,水,325498191212118245,1.65,未婚,高中,非农户口
292,高级工程师,侗,878005970227023,2.10,已婚,初中,非农户口
293,助教,佤,509820670211316,2.37,未婚,小学,农业户口
294,副教授,黎,805728331104466,1.70,离婚,小学,农业户口
295,教授,怒,905626196906053983,2.08,丧偶,初中,农业户口
296,助教,哈尼,345435193604079699,1.95,已婚,研究生,非农户口
297,工程师,德昂,924376193702123473,1.61,已婚,研究生,非农户口
298,讲师,藏,935992710722556,1.86,已婚,本科,非农户口
299,高级工程师,蒙古,486805420711883,2.32,丧偶,研究生,非农户口
300,助教,彝,615626203406170127,1.61,未婚,专科,非农户口
301,助理工程师,仫佬,641648030421132,1.89,已婚,小学,农业户口
302,教授,朝鲜,104048280926755,2.26,丧偶,研究生,非农户口
303,技术员,佤,565052193305049302,2.08,离婚,初中,农业户口
304,讲师,满,908259140923273,1.69,丧偶,小学,非农户口
305,副教授,柯尔克孜,114714531223774,1.92,离婚,初中,非农户口
306,助教,拉祜,14808020881030924X,2.30,未婚,本科,非农户口
307,教授,傣,68784319031130070X,1.96,离婚,本科,非农户口
308,助理工程师,阿昌,337204520804630,1.63,已婚,初中,非农户口
309,技术员,水,294976290913315,2.36,已婚,高中,农业户口
310,助教,鄂伦春,623889401105418,1.84,丧偶,高中,非农户口
311,助理工程师,纳西,367365209802032845,2.24,丧偶,小学,农业户口
312,高级工程师,东乡,882235900907180,2.36,离婚,高中,农业户口
313,工程师,土家,818821205903021034,2.25,离婚,高中,农业户口
314,教授,瑶,975403198502049298,2.02,未婚,小学,非农户口
315,助理工程师,彝,971964205011146490,2.11,未婚,小学,农业户口
316,教授,土家,135666201204045844,1.70,离婚,研究生,非农户口
317,工程师,白,887720741002678,2.03,离婚,小学,非农户口
318,教授,独龙,344111340811033,2.35,已婚,研究生,农业户口
319,讲师,怒,223518520415842,2.20,离婚,本科,农业户口
320,助理工程师,瑶,706910203809282133,1.96,已婚,研究生,非农户口
321,教授,佤,568820198902296978,2.09,丧偶,本科,农业户口
322,工程师,傣,572818320822378,1.77,未婚,初中,非农户口
323,讲师,基诺,683017208302211962,2.03,已婚,专科,非农户口
324,助理工程师,保安,787938260213620,2.27,离婚,初中,农业户口
325,正高级工程师,塔塔尔,983536201204099637,1.91,已婚,高中,农业户口
326,正高级工程师,普米,200139110513918,1.95,丧偶,小学,农业户口
327,高级工程师,俄罗斯,195878191011049288,2.23,丧偶,高中,非农户口
328,工程师,赫哲,869419199410189071,2.08,未婚,研究生,非农户口
329,工程师,黎,404779300605825,1.90,丧偶,小学,非农户口
330,正高级工程师,俄罗斯,925542196211077434,1.60,离婚,小学,非农户口
331,副教授,仫佬,970542203307019095,1.83,丧偶,初中,农业户口
332,讲师,塔吉克,480604350318156,2.22,已婚,专科,农业户口
333,高级工程师,彝,652441731006906,2.21,已婚,专科,非农户口
334,教授,裕固,834541196806092555,2.07,未婚,本科,农业户口
335,工程师,白,156207440707586,1.63,离婚,小学,农业户口
336,助教,水,442041204609069561,2.36,离婚,初中,非农户口
337,技术员,门巴,315798197303102815,1.80,丧偶,专科,非农户口
338,副教授,乌孜别克,517376930413440,2.26,已婚,研究生,非农户口
339,助教,珞巴,159242207107077341,2.14,离婚,本科,非农户口
340,副教授,德昂,761477192706184721,1.83,丧偶,初中,非农户口
341,助教,鄂温克,82948019210505337X,2.07,未婚,高中,非农户口
342,工程师,布朗,671091260809296,1.91,丧偶,初中,非农户口
343,助理工程师,东乡,524462205401081818,1.62,丧偶,研究生,非农户口
344,技术员,佤,716058080317576,1.98,丧偶,初中,非农户口
345,高级工程师,回,110667202712270290,1.89,未婚,专科,非农户口
346,副教授,羌,340099521218479,2.03,离婚,研究生,农业户口
347,工程师,塔塔尔,518281560917720,1.78,已婚,小学,农业户口
348,技术员,仡佬,648555390522941,1.63,已婚,小学,非农户口
349,高级工程师,保安,591130450811411,1.64,离婚,初中,非农户口
350,高级工程师,珞巴,898850170415148,1.99,离婚,高中,非农户口
351,工程师,满,723819206306076033,2.19,离婚,高中,非农户口
352,工程师,蒙古,951962202207239768,1.80,未婚,初中,非农户口
353,助教,黎,910703500923697,1.79,离婚,小学,非农户口
354,副教授,蒙古,719232690928533,1.73,丧偶,本科,非农户口
355,技术员,蒙古,967768207609022574,2.33,离婚,研究生,非农户口
356,助理工程师,布依,348745200407246930,1.88,离婚,初中,农业户口
357,助理工程师,东乡,690186190611062453,1.96,丧偶,小学,非农户口
358,讲师,柯尔克孜,776381202906053225,2.33,丧偶,高中,农业户口
359,助理工程师,黎,432998201610149797,1.93,丧偶,专科,农业户口
360,助理工程师,瑶,841008200801212554,1.62,丧偶,初中,非农户口
361,技术员,门巴,17744320150704674X,1.90,离婚,高中,非农户口
362,高级工程师,彝,938180960820198,2.10,已婚,高中,非农户口
363,教授,彝,151865640620585,1.86,离婚,小学,农业户口
364,助教,苗,90891319620321850X,1.86,已婚,本科,非农户口
365,工程师,哈萨克,123140209607211195,2.35,离婚,本科,农业户口
366,助理工程师,佤,729210194707188778,1.69,丧偶,小学,非农户口
367,副教授,高山,91824419371013944X,2.21,未婚,专科,农业户口
368,讲师,回,108923202008246262,1.96,已婚,高中,农业户口
369,讲师,满,334310630212569,2.27,已婚,初中,非农户口
370,教授,达斡尔,653011208504220605,2.13,丧偶,研究生,农业户口
371,技术员,壮,131964810225052,2.01,未婚,研究生,农业户口
372,工程师,回,258598450701922,2.32,未婚,研究生,农业户口
373,工程师,侗,647290194007148622,1.93,未婚,小学,农业户口
374,高级工程师,鄂伦春,809671470111783,1.87,未婚,高中,非农户口
375,助理工程师,阿昌,451707100130580,2.24,离婚,初中,农业户口
376,高级工程师,纳西,602929090925482,1.83,未婚,专科,农业户口
377,工程师,藏,481161340120434,2.31,已婚,小学,非农户口
378,正高级工程师,基诺,117554240411369,1.70,未婚,本科,非农户口
379,副教授,撒拉,478775470123672,1.87,未婚,高中,农业户口
380,副教授,仡佬,38546519910415138X,2.03,丧偶,小学,非农户口
381,助教,布朗,970438240503582,1.97,已婚,专科,非农户口
382,助教,水,591038030711972,1.86,未婚,小学,农业户口
383,助理工程师,拉祜,607409370317909,1.78,丧偶,专科,农业户口
384,教授,纳西,967217205405077185,1.84,离婚,高中,非农户口
385,助教,朝鲜,521131208103245177,2.16,已婚,研究生,农业户口
386,助理工程师,达斡尔,789383340325696,2.02,未婚,专科,非农户口
387,副教授,傣,554305101117440,1.88,未婚,本科,农业户口
388,助理工程师,哈尼,250897208502131612,2.33,已婚,研究生,非农户口
389,正高级工程师,彝,435630561117908,1.87,离婚,专科,非农户口
390,助教,东乡,687516195103223209,1.81,已婚,高中,非农户口
391,助理工程师,土家,333444230619697,1.90,未婚,高中,农业户口
392,高级工程师,布朗,235587191608011835,1.65,离婚,初中,农业户口
393,助理工程师,满,663463202105083007,1.75,离婚,研究生,农业户口
394,正高级工程师,东乡,920584192707182550,1.59,丧偶,专科,非农户口
395,讲师,侗,830770700313890,1.88,丧偶,专科,非农户口
396,高级工程师,撒拉,663233810627325,1.80,未婚,专科,非农户口
397,技术员,布依,407265920627080,1.65,丧偶,初中,非农户口
398,技术员,布朗,871391207505257555,1.69,离婚,研究生,农业户口
399,正高级工程师,哈萨克,223027421228944,2.20,未婚,高中,农业户口
400,技术员,土,105718621213095,1.96,丧偶,研究生,非农户口
401,助理工程师,怒,152643205809152747,2.21,丧偶,专科,非农户口
402,教授,白,811845196610295397,1.89,已婚,本科,非农户口
403,正高级工程师,彝,639995780311917,1.88,已婚,初中,农业户口
404,讲师,仫佬,574135198405067887,2.09,未婚,初中,非农户口
405,讲师,阿昌,468280591005198,1.99,未婚,本科,非农户口
406,高级工程师,鄂温克,732697200208046319,1.80,丧偶,专科,非农户口
407,高级工程师,汉,502437770803986,1.68,已婚,高中,非农户口
408,教授,仫佬,668946630603254,1.67,离婚,小学,非农户口
409,助理工程师,傣,824127207003100207,1.85,离婚,本科,非农户口
410,副教授,仡佬,506049880620650,2.30,未婚,研究生,农业户口
411,助理工程师,土家,913713202810018426,1.79,未婚,研究生,非农户口
412,工程师,黎,857260196002097543,2.33,离婚,小学,农业户口
413,技术员,藏,611144880923811,2.04,未婚,本科,农业户口
414,助理工程师,布依,630525520705245,1.84,未婚,专科,非农户口
415,助理工程师,京,504550150101999,1.62,已婚,研究生,非农户口
416,正高级工程师,蒙古,971747750923498,2.04,丧偶,小学,非农户口
